,Model,label,raw,block,canon,difficulty_score,normal_mean,expert_mean,average_mean,mean_diff_normed,ranking_1,ranking_2,ranking_3,ranking_4,ranking_5,ranking_6,ranking_7,expert_1,expert_2
262,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),caduceus,Caduceus,23,Lollipop,0.6343711397762843,1.5,2.0,1.75,0.6398505053915025,2.0,2.0,1.0,1.0,2.0,1.0,,1.0,3.0
263,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),gun barrel,Gun barrel,24,Chair,0.6122911911027547,1.0,1.0,1.0,0.38770880889724535,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
264,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),hammer head,hammer head,25,Chair,0.5452904006405492,1.0,1.0,1.0,0.45470959935945077,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0
265,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),lightning bolt,Lightning bolt,26,Flag,0.5048827596669067,1.0,1.0,1.0,0.49511724033309334,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
266,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),gate latch,Gate latch,27,Door,0.6329439046769518,2.8333333333333335,4.0,3.416666666666667,1.2541083256870813,2.0,4.0,5.0,1.0,2.0,3.0,,5.0,3.0
267,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),eyeglasses,eyeglasses,28,Glasses,0.6597435356665721,3.5,5.0,4.25,1.4460899734170687,3.0,4.0,2.0,5.0,3.0,4.0,,5.0,5.0
268,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),bed,bed,29,Shovel,0.5969217655525534,1.0,1.0,1.0,0.4030782344474466,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0
269,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),prison bars,Prison bars,30,Fish bones,0.7482943265112354,2.0,1.5,1.75,0.44048492860533806,3.0,1.0,4.0,1.0,2.0,1.0,,2.0,1.0
270,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),lollipop,lollipop,31,Balloon,0.7324644726199256,3.8333333333333335,2.5,3.166666666666667,0.8471958367035689,3.0,5.0,4.0,4.0,2.0,5.0,,2.0,3.0
271,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),lollipop,Lollipop,32,Goblet,0.6384694570046723,1.1666666666666667,1.5,1.3333333333333335,0.48204072399377035,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,2.0
272,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),umbrella,umbrella,33,Plunger,0.6658658756083077,1.4285714285714286,1.5,1.4642857142857144,0.48926782500212096,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
273,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),bow tie,Bow tie,34,Bow tie - Owl,0.6572361578806541,3.0,5.0,4.0,1.3710553684773834,1.0,4.0,4.0,1.0,5.0,3.0,,5.0,5.0
274,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),heart,heart,35,Bow tie - Owl,0.6634528351709783,1.1666666666666667,1.5,1.3333333333333335,0.44872955310536233,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,2.0
275,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),dowsing rod,Dowsing rod,36,Broom,0.5772467939690892,2.3333333333333335,2.5,2.416666666666667,1.0216535812413678,5.0,1.0,2.0,1.0,3.0,2.0,,3.0,2.0
276,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),dumbbell,dumbbell,37,Clubs symbol,0.6776882472823819,1.1666666666666667,1.0,1.0833333333333335,0.3491710654440864,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
277,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),snowman face,Snowman face,38,Clubs symbol - Ice cream,0.5910450288294253,1.0,2.0,1.5,0.613432456755862,1.0,1.0,1.0,1.0,1.0,,,1.0,3.0
278,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),bow tie,Bow tie,39,Clubs symbol - Ice cream,0.6294757245258944,1.3333333333333333,1.0,1.1666666666666665,0.4322783213864565,1.0,1.0,2.0,2.0,1.0,1.0,,1.0,1.0
279,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),tuning fork,Tuning fork,40,Mug,0.6494578485259365,1.0,1.0,1.0,0.35054215147406353,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
280,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),paper clip,Paper clip,41,Mug,0.6527248385613104,1.1666666666666667,2.0,1.5833333333333335,0.549852338944592,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,3.0
281,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),hashtag,hashtag,42,Window - Grid,0.4461387803125867,1.0,1.5,1.25,0.6923265246092667,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0
282,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),snake charmer,snake charmer,43,Mouse,0.7158409820449328,1.8,3.0,2.4,0.6819816430921611,3.0,1.0,3.0,1.0,1.0,,,5.0,1.0
283,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),swan neck,swan neck,44,Computer Mouse,0.7324056829010255,1.2,1.0,1.1,0.294353748808872,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0
284,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),fishing pole,Fishing pole,45,Clock,0.5855004902475762,1.0,1.0,1.0,0.4144995097524238,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
285,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),yin yang,Yin yang,46,Lightbulb - Ice Cream,0.7069768704241428,1.2,1.0,1.1,0.3223254425334429,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0
286,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),teapot,teapot,47,Computer Mouse,0.8511684216890806,1.0,1.0,1.0,0.14883157831091942,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
287,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),goal post,Goal post,48,Letter T,0.6196442811846602,1.8333333333333333,2.0,1.9166666666666665,0.7290151277294012,2.0,2.0,1.0,2.0,2.0,2.0,,1.0,3.0
288,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),heart,heart,49,Heart,0.5711914979083924,4.333333333333333,5.0,4.666666666666666,2.0011063430941687,3.0,5.0,5.0,4.0,5.0,4.0,,5.0,5.0
289,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),martini glass,Martini glass,50,Stick Figure,0.6767454424369007,1.0,1.0,1.0,0.3232545575630993,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
290,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),robot arm,Robot arm,51,Television,0.6344956971999075,1.0,1.0,1.0,0.3655043028000925,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0
291,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),picket fence,Picket fence,52,Letter F,0.6853657836486973,1.0,1.0,1.0,0.31463421635130273,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
292,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),sailboat,sailboat,53,Sailboat,0.6746837943221582,4.833333333333333,5.0,4.916666666666666,1.599471344582722,5.0,5.0,5.0,4.0,5.0,5.0,,5.0,5.0
293,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),golf club,Golf club,54,Music Note,0.5702566768448688,1.5,1.5,1.5,0.6446149847326967,1.0,1.0,4.0,1.0,1.0,1.0,,2.0,1.0
294,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),christmas tree,christmas tree,55,Yield Sign - Martini Glass,0.5813663731940197,1.4,1.0,1.2,0.5023603521671763,1.0,3.0,1.0,1.0,1.0,,,1.0,1.0
295,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),balloon string,balloon string,56,Clock,0.5874327098174441,1.2,1.0,1.1,0.4538240192008115,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0
296,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),windmill blades,windmill blades,57,Hourglass,0.4898972947782638,1.8333333333333333,4.0,2.9166666666666665,1.4877995568967304,2.0,1.0,1.0,1.0,3.0,3.0,,4.0,4.0
297,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),fishing hook,Fishing hook,58,Umbrella,0.4292901565322177,1.5,2.5,2.0,1.1414196869355646,2.0,2.0,1.0,1.0,2.0,1.0,,2.0,3.0
298,DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),house,house,59,Pine tree,0.5752668834094511,1.3333333333333333,1.0,1.1666666666666665,0.49552196935564036,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0
299,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),ladder,Ladder,2,Ladder,0.6610531487654556,4.5,5.0,4.75,1.6099975433640858,5.0,4.0,4.0,5.0,4.0,5.0,,5.0,5.0
300,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),dumbbell,Dumbbell,3,Glasses,0.6845673981674806,1.1666666666666667,1.0,1.0833333333333335,0.34171865198522944,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
301,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),joined letters,Joined letters,5,Glasses,0.5451123909099757,3.8333333333333335,1.0,2.416666666666667,1.099311721967559,5.0,5.0,5.0,1.0,5.0,2.0,,1.0,1.0
302,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),bow tie,Bow tie,6,Glasses,0.6296458064862441,2.0,4.0,3.0,1.1110625805412675,3.0,1.0,1.0,2.0,3.0,,,4.0,4.0
303,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),skewered chevron,Skewered chevron,7,Pine Tree,0.5548532022011824,3.142857142857143,3.0,3.071428571428571,1.3672365932392254,2.0,4.0,3.0,4.0,4.0,4.0,1.0,5.0,1.0
304,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),abstract glyph,Abstract glyph,8,Butterfly,0.6411043581205884,2.1666666666666665,1.0,1.5833333333333333,0.568251432975735,2.0,1.0,1.0,3.0,5.0,1.0,,1.0,1.0
305,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),stylized emblem,Stylized emblem,9,Butterfly,0.6425347026663212,2.1666666666666665,1.0,1.5833333333333333,0.5659867207783248,1.0,3.0,4.0,1.0,1.0,3.0,,1.0,1.0
306,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),barcode,barcode,10,Comb - Pitchfork,0.6756697358651155,1.1428571428571428,1.0,1.0714285714285714,0.34749671157309053,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
307,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),rotated table,rotated table,11,Comb - Pitchfork,0.6226273261756372,1.0,1.0,1.0,0.3773726738243628,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0
308,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),monogram,monogram,13,Goblet,0.6759272535859652,1.0,1.0,1.0,0.32407274641403483,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0
309,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),pennant flag,Pennant flag,15,House,0.5604145691220367,1.8,2.0,1.9,0.8352123186681303,1.0,2.0,2.0,2.0,2.0,,,3.0,1.0
310,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),roof,roof,60,House,0.5476538878373272,2.5,3.5,3.0,1.3570383364880185,2.0,3.0,1.0,2.0,4.0,3.0,,4.0,3.0
311,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),hourglass,hourglass,16,Ice cream,0.5213069155657604,1.1428571428571428,1.0,1.0714285714285714,0.5128854476081138,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
312,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),hanging lantern,hanging lantern,17,Ice cream,0.6339653089357414,1.2,3.0,2.1,0.768672851234943,1.0,2.0,1.0,1.0,1.0,,,2.0,4.0
313,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),harp,harp,18,Ice cream,0.6847597069012321,1.0,1.0,1.0,0.3152402930987679,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
314,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),glasses,glasses,20,Crystal ball - Person Outline,0.6219390375192231,1.1428571428571428,1.0,1.0714285714285714,0.4050653169436895,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
315,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),sideways headphones,sideways headphones,21,Crystal ball - Person Outline,0.7380031106155932,1.0,1.0,1.0,0.2619968893844068,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0
316,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),staff,staff,23,Lollipop,0.6343711397762843,1.5,2.5,2.0,0.7312577204474313,1.0,2.0,1.0,3.0,1.0,1.0,,2.0,3.0
317,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),inverted chair,inverted chair,24,Chair,0.6122911911027547,1.8333333333333333,1.5,1.6666666666666665,0.6461813481620755,3.0,2.0,1.0,1.0,1.0,3.0,,2.0,1.0
318,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),barcode,barcode,27,Door,0.6329439046769518,2.0,1.0,1.5,0.5505841429845723,3.0,2.0,1.0,2.0,2.0,2.0,,1.0,1.0
319,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),eyeglasses,eyeglasses,28,Glasses,0.6597435356665721,3.5,5.0,4.25,1.4460899734170687,3.0,4.0,2.0,5.0,3.0,4.0,,5.0,5.0
320,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),tuning fork,Tuning fork,31,Balloon,0.7324644726199256,1.1666666666666667,1.0,1.0833333333333335,0.2898301546617473,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0
321,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),upside-down table,upside-down table,32,Goblet,0.6384694570046723,1.2,1.5,1.35,0.48806623304369245,1.0,1.0,2.0,1.0,1.0,,,2.0,1.0
322,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),key,key,33,Plunger,0.6658658756083077,1.1428571428571428,1.0,1.0714285714285714,0.3580008475625275,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
323,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),hourglass,hourglass,34,Bow tie - Owl,0.6572361578806541,1.0,1.0,1.0,0.34276384211934585,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
324,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),bow tie,Bow tie,35,Bow tie - Owl,0.6634528351709783,2.3333333333333335,5.0,3.666666666666667,1.2340062710397464,2.0,4.0,1.0,3.0,1.0,3.0,,5.0,5.0
325,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),spearhead,spearhead,36,Broom,0.5772467939690892,1.3333333333333333,2.0,1.6666666666666665,0.7045886767181846,1.0,1.0,2.0,2.0,1.0,1.0,,1.0,3.0
326,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),eyeglasses,eyeglasses,37,Clubs symbol,0.6776882472823819,1.3333333333333333,1.0,1.1666666666666665,0.37603037817055446,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,1.0
327,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),ice cream,Ice cream,38,Clubs symbol - Ice cream,0.5910450288294253,3.0,5.0,4.0,1.6358198846822987,2.0,3.0,3.0,3.0,5.0,2.0,,5.0,5.0
328,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),glasses,glasses,39,Clubs symbol - Ice cream,0.6294757245258944,1.1666666666666667,1.0,1.0833333333333335,0.4014012984302811,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0
329,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),computer mouse,Computer mouse,43,Mouse,0.7158409820449328,4.2,5.0,4.6,1.3071314825933087,5.0,3.0,5.0,3.0,5.0,,,5.0,5.0
330,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),t-square,T-square,48,Letter T,0.6196442811846602,4.0,1.0,2.5,0.9508892970383496,2.0,5.0,4.0,4.0,5.0,,,1.0,1.0
331,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),owl,owl,49,Heart,0.5711914979083924,1.1428571428571428,2.0,1.5714285714285714,0.6738419318582405,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0
332,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),inverted trident,inverted trident,50,Stick Figure,0.6767454424369007,1.0,1.0,1.0,0.3232545575630993,1.0,1.0,1.0,1.0,,,,1.0,1.0
333,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),inverted t,inverted T,52,Letter F,0.6853657836486973,1.2,1.0,1.1,0.34609763798643306,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0
334,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),road sign,road sign,55,Yield Sign - Martini Glass,0.5813663731940197,4.0,5.0,4.5,1.8838513206269112,4.0,3.0,5.0,4.0,4.0,,,5.0,5.0
335,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),partial clock,partial clock,56,Clock,0.5874327098174441,4.4,3.0,3.7,1.5264989736754568,4.0,4.0,5.0,5.0,4.0,,,5.0,1.0
336,DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),house,house,59,Pine tree,0.5752668834094511,1.3333333333333333,1.0,1.1666666666666665,0.49552196935564036,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0
337,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),ladder,ladder,1,Ladder,0.4751185628015861,5.0,5.0,5.0,2.6244071859920695,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0
338,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),three-rung ladder,Three-rung ladder,2,Ladder,0.6610531487654556,5.0,5.0,5.0,1.6947342561727219,5.0,5.0,5.0,5.0,,,,5.0,5.0
339,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),bed,bed,3,Glasses,0.6845673981674806,1.8333333333333333,2.0,1.9166666666666665,0.6045791535123288,3.0,1.0,1.0,1.0,2.0,3.0,,1.0,3.0
340,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),bed,bed,4,Glasses,0.5468725449723439,1.4,2.0,1.7,0.7703166735470153,1.0,1.0,1.0,2.0,2.0,,,1.0,3.0
341,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),bed,bed,5,Glasses,0.5451123909099757,1.5,2.0,1.75,0.7960533159075426,2.0,2.0,2.0,1.0,1.0,1.0,,1.0,3.0
342,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),snail,snail,6,Glasses,0.6296458064862441,1.0,3.0,2.0,0.7407083870275117,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,5.0
343,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),arrow,arrow,7,Pine Tree,0.5548532022011824,4.333333333333333,4.5,4.416666666666666,1.966065023611444,5.0,3.0,4.0,5.0,5.0,4.0,,5.0,4.0
344,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),winged scepter,Winged Scepter,8,Butterfly,0.6411043581205884,1.5,2.0,1.75,0.6280673732889703,2.0,1.0,1.0,2.0,1.0,2.0,,2.0,2.0
345,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),butterfly,Butterfly,9,Butterfly,0.6425347026663212,3.2,5.0,4.1,1.465607719068083,2.0,4.0,1.0,5.0,4.0,,,5.0,5.0
346,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),cyrillic letter,Cyrillic letter,10,Comb - Pitchfork,0.6756697358651155,3.0,1.5,2.25,0.7297430943034902,5.0,2.0,2.0,4.0,4.0,1.0,,2.0,1.0
347,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),milking stool,Milking stool,11,Comb - Pitchfork,0.6226273261756372,1.1666666666666667,1.0,1.0833333333333335,0.40882039664305975,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
348,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),mushroom,mushroom,12,Goblet,0.6350097299355925,1.3333333333333333,2.0,1.6666666666666665,0.6083171167740126,3.0,1.0,1.0,1.0,1.0,1.0,,1.0,3.0
349,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),arched window,arched window,13,Goblet,0.6759272535859652,1.0,1.0,1.0,0.32407274641403483,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0
350,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),face,face,14,Computer Mouse,0.7418457479906454,1.3333333333333333,1.5,1.4166666666666665,0.36571852367991897,1.0,1.0,2.0,2.0,1.0,1.0,,2.0,1.0
351,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),cut diamond,cut diamond,15,House,0.5604145691220367,1.2,2.0,1.6,0.7033366894047414,1.0,1.0,2.0,1.0,1.0,,,2.0,2.0
352,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),wireframe cube,wireframe cube,60,House,0.5476538878373272,1.4,1.0,1.2,0.5428153345952074,2.0,1.0,1.0,1.0,2.0,,,1.0,1.0
353,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),ice cream,Ice cream,16,Ice cream,0.5213069155657604,4.8,5.0,4.9,2.3455961137277743,5.0,5.0,5.0,4.0,5.0,,,5.0,5.0
354,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),heart,heart,17,Ice cream,0.6339653089357414,1.0,1.0,1.0,0.36603469106425857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
355,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),ice cream,Ice cream,18,Ice cream,0.6847597069012321,4.0,4.0,4.0,1.2609611723950716,5.0,3.0,5.0,5.0,1.0,5.0,,5.0,3.0
356,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),skeleton key,skeleton key,19,Computer Mouse,0.859309544470196,1.0,1.0,1.0,0.14069045552980397,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0
357,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),person icon,person icon,20,Crystal ball - Person Outline,0.6219390375192231,4.2,5.0,4.6,1.7390804274115736,5.0,4.0,2.0,5.0,5.0,,,5.0,5.0
358,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),keyhole,keyhole,21,Crystal ball - Person Outline,0.7380031106155932,2.6666666666666665,2.5,2.583333333333333,0.6768252975763841,5.0,1.0,2.0,3.0,2.0,3.0,,3.0,2.0
359,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),rewind button,Rewind button,22,Fish,0.7208342020855323,1.3333333333333333,1.0,1.1666666666666665,0.3256934309002123,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0
360,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),magnifying glass,Magnifying glass,23,Lollipop,0.6343711397762843,2.5714285714285716,3.5,3.0357142857142856,1.1099447542505654,1.0,3.0,2.0,4.0,1.0,3.0,4.0,4.0,3.0
361,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),robot claw,Robot claw,24,Chair,0.6122911911027547,2.0,2.0,2.0,0.7754176177944907,1.0,3.0,5.0,1.0,1.0,1.0,,2.0,2.0
362,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),broken hurdle,Broken hurdle,25,Chair,0.5452904006405492,2.3333333333333335,2.5,2.416666666666667,1.0988815317853395,1.0,3.0,3.0,3.0,1.0,3.0,,2.0,3.0
363,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),sailboat,Sailboat,26,Flag,0.5048827596669067,1.6666666666666667,1.0,1.3333333333333335,0.6601563204441245,3.0,1.0,1.0,2.0,1.0,2.0,,1.0,1.0
364,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),door handle,door handle,27,Door,0.6329439046769518,3.6,4.0,3.8,1.394813162227583,4.0,2.0,5.0,2.0,5.0,,,5.0,3.0
365,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),bucket,bucket,28,Glasses,0.6597435356665721,1.3333333333333333,1.0,1.1666666666666665,0.3969658750556659,2.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0
366,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),bed,bed,29,Shovel,0.5969217655525534,1.0,1.0,1.0,0.4030782344474466,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0
367,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),skeleton key,skeleton key,30,Fish bones,0.7482943265112354,2.75,2.5,2.625,0.6607273929080071,3.0,2.0,4.0,2.0,,,,3.0,2.0
368,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),stick figure,Stick figure,31,Balloon,0.7324644726199256,3.4285714285714284,2.5,2.9642857142857144,0.7930517418766491,3.0,1.0,5.0,4.0,3.0,5.0,3.0,2.0,3.0
369,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),anchor,anchor,32,Goblet,0.6384694570046723,1.1666666666666667,2.0,1.5833333333333335,0.5724233597426023,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,2.0
370,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),magnifying glass,Magnifying glass,33,Plunger,0.6658658756083077,1.1666666666666667,1.5,1.3333333333333335,0.44551216585558984,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,2.0
371,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),heart,heart,34,Bow tie - Owl,0.6572361578806541,1.1666666666666667,1.0,1.0833333333333335,0.3713274956292914,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0
372,DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),cat face,Cat face,35,Bow tie - Owl,0.6634528351709783,1.6666666666666667,2.5,2.0833333333333335,0.7011399267271285,2.0,4.0,1.0,1.0,1.0,1.0,,3.0,2.0
